tref,subj,dobj,syn,verb,iobj,obl1,obl2,label
property_taxes1,property_taxes1,0,[nmod:tmod  nsubj  aux  cop  det  nmod],challenge,0,for,process,24
gun_rights1,gun_rights1,0,[amod  nsubj  cop  amod],base,0,first,base,24
gun_rights1,gun_rights1,0,[amod  nsubj  cop  amod],base,0,0,0,24
democracy1,0,0,[det  nmod],blood,0,of,democracy1,25
democracy1,0,0,[case  det  nmod],artery,0,0,0,25
debt1,credit/debt1,0,[advmod  nsubj  advmod],circulates,0,0,0,25
money1,0,money,[nmod  dobj  dep],shop,0,for,need,25
democracy1,0,0,[det  nmod],blood,0,0,0,25
money1,0,money,[nmod  dobj  dep],shop,0,money1,shop,25
Government1,Government1,it,[nsubj  dobj],coagulates,0,0,0,25
tax1,0,0,[det  amod],hemorrhage,0,0,0,25
money1,0,money,[nmod  dobj  dep],shop,0,0,0,25
tax1,0,0,[det  amod],hemorrhage,0,tax1,hemorrhage,25
duty1,0,0,[det  amod  nmod],level,0,0,0,26
tax1,0,tax1,[csubj  aux  dobj  advcl],boost,0,0,0,26
tax1,0,0,[det  amod  cc  conj  nmod],efficiency,0,of,tool,26
poverty1,0,0,[compound  acl  conj  conj  conj  conj  cc  conj  amod],status,0,poverty1,status,26
duty1,0,0,[case  det  cc  conj  nmod],increase,0,of,duty1,26
hunger1,0,hunger1,[advmod  dobj  nmod],boosting,0,0,0,26
democracy1,0,0,[det  nmod],apex,0,0,0,26
minimum_wage1,Newfoundland,minimum_wage1,[mark  nsubj  aux  dobj  nmod  nmod],increase,0,0,0,26
duty1,0,0,[det  amod  nmod],level,0,of,duty1,26
duty1,0,0,[det  amod  nmod],level,0,same,level,26
tax1,0,0,[det  amod  cc  conj  nmod],efficiency,0,tax1,efficiency,26
taxes1,taxes1,0,[mark  nsubj  aux  neg],rise,0,0,0,26
management1,0,0,[amod  nmod],tier,0,many,tier,26
management1,0,0,[amod  nmod],tier,0,of,management1,26
Capital_gains_tax_rates1,Capital_gains_tax_rates1,0,[nsubj  nmod  advmod],reduce,0,0,0,26
duty1,0,0,[case  det  cc  conj  nmod],increase,0,0,0,26
tax1,0,0,[det  amod  cc  conj  nmod],efficiency,0,to,tool,26
minimum_wage1,0,minimum_wage1,[mark  dobj],raise,0,0,0,26
democracy1,0,0,[det  nmod],apex,0,of,democracy1,26
minimum_wage1,Newfoundland,minimum_wage1,[mark  nsubj  aux  dobj  nmod  nmod],increase,0,over,month,26
congressman1,Reid,0,[nsubj  cop  advmod  det  amod  nmod],congressman1,0,0,0,26
congressman1,Reid,0,[nsubj  cop  advmod  det  amod  nmod],congressman1,0,lowest,congressman1,26
minimum_wage1,Newfoundland,minimum_wage1,[mark  nsubj  aux  dobj  nmod  nmod],increase,0,to,10,26
tax1,0,0,[det  amod  cc  conj  nmod],efficiency,0,0,0,26
Senate1,0,0,[amod  nmod],point,0,of,Senate1,26
Senate1,0,0,[amod  nmod],point,0,low,point,26
Senate1,0,0,[amod  nmod],point,0,0,0,26
Capital_gains_tax_rates1,Capital_gains_tax_rates1,0,[nsubj  nmod  advmod],reduce,0,to,%,26
hunger1,0,hunger1,[advmod  dobj  nmod],boosting,0,around,world,26
Democracy1,Democracy1,0,[nsubj  aux  neg  advmod  nmod  advcl],appear,0,in,Greece,27
Poverty1,Poverty1,this,[nsubj  dobj],demonstrates,0,0,0,27
Tax_Rates1,0,0,[amod  nmod  nmod  nmod],Evidence,0,of,Tax_Rates1,27
poverty1,0,0,[amod  compound],capacity,0,0,0,27
government1,government1,0,[nmod  nsubj  aux  dep],hiding,0,0,0,27
elections1,0,0,[amod  appos],government,0,local,government,27
poverty1,0,0,[nmod],Perceptions,0,of,poverty1,27
firearms1,firearms1,rate,[nsubj  dobj  dobj],lower,0,criminal,lower,27
firearms1,firearms1,rate,[nsubj  dobj  dobj],lower,0,0,0,27
government1,0,0,[case  nmod],more,0,0,0,27
government1,0,0,[case  nmod],more,0,of,government1,27
democracy1,democracy1,0,[nsubj  ccomp],recognizes,0,0,0,27
established1,0,0,[mark  xcomp  nmod  advcl],become,0,to,market,27
poverty1,poverty1,fall,[mark  nmod  nsubj  aux  dobj],shown,0,in,year,27
poverty1,poverty1,fall,[mark  nmod  nsubj  aux  dobj],shown,0,0,0,27
elections1,elections1,0,[mark  nsubj  cop  det  acl],way,0,0,0,27
wealth1,0,0,[case  nmod],vision,0,0,0,27
Gun_control1,Gun_control1,time,[nsubj  iobj  dobj  cc  conj],demonstrates,pressure,0,0,27
poverty1,Panama,poverty1,[nmod  nsubj  dobj  cc  conj],see,0,0,0,27
Tax_Rates1,0,0,[amod  nmod  nmod  nmod],Evidence,0,on,Accuracy,27
Tax_Rates1,0,0,[amod  nmod  nmod  nmod],Evidence,0,Empirical,Evidence,27
USAID1,0,0,[det  nmod],view,0,of,USAID1,27
diplomatic1,0,0,[amod  acl],perception,0,0,0,27
poverty1,0,0,[amod  compound],capacity,0,poverty1,capacity,27
government1,government1,0,[nsubj  ccomp],understand,0,0,0,27
democracy1,0,0,[case  det  nmod],showcase,0,for,democracy1,27
gun_controls1,0,0,[amod  compound],point,0,gun_controls1,point,27
Tax_Rates1,0,0,[amod  nmod  nmod  nmod],Evidence,0,of,Perceptions,27
gun_control1,She,gun_control1,[nsubj  dobj  nmod],see,0,to,problem,27
Government1,Government1,0,[nmod  nsubj  ccomp],recognised,0,0,0,27
government1,They,government1,[nsubj  dobj  nmod  nmod],saw,0,a,instrumentality,27
government1,They,government1,[nsubj  dobj  nmod  nmod],saw,0,0,0,27
wealth1,0,0,[case  nmod],vision,0,of,wealth1,27
exemption1,table,exemption1,[nsubj  dobj  nmod  ccomp],show,0,0,0,27
established1,0,0,[mark  xcomp  nmod  advcl],become,0,0,0,27
Taxation1,0,0,[compound  nmod],View,0,of,Taxation1,27
government1,They,government1,[nsubj  dobj  nmod  nmod],saw,0,on,force,27
taxation1,it,people,[nsubj  dobj  nmod  nmod],incarcerating,0,0,0,27
gun_control1,gun_control1,0,[nsubj  aux],identify,0,0,0,27
Governments1,attitude,Governments1,[nsubj  dobj  xcomp],induced,0,0,0,27
taxpayers1,manipulation,taxpayers1,[cc  nsubj  dobj  nmod  cc  conj],blind,0,0,0,27
taxation1,0,0,[det  nmod],visibility,0,0,0,27
government1,0,0,[det  amod  amod  amod  amod  acl],development,0,government1,development,27
taxation1,0,0,[det  nmod],visibility,0,of,taxation1,27
Taxation1,0,0,[compound  nmod],View,0,0,0,27
mass1,needle,mass1,[nsubj  advmod  aux  advmod  dobj  nmod  cc  conj],identify,0,a,adenosis,27
Democracy1,0,Democracy1,[dobj],Recognise,0,0,0,27
taxation1,taxation1,obstacle,[nsubj  aux  dobj  nmod  nmod],present,0,to,use,27
government1,0,0,[det  amod  amod  amod  amod  acl],development,0,0,0,27
guns1,boomsticklovers,view,[nsubj  advmod  dobj  nmod  nmod],defended,0,0,0,27
government1,government1,0,[nmod  nsubj  aux  dep],hiding,0,right,hiding,27
guns1,0,0,[nmod:poss  nmod],perception,0,0,0,27
government1,government1,0,[nmod  nsubj  aux  dep],hiding,0,on,what,27
guns1,0,0,[nmod:poss  nmod],perception,0,of,guns1,27
elections1,elections1,what,[dobj  nsubj  aux],shown,0,0,0,27
democracy1,0,0,[nmod  nmod:npmod  nmod],elsewhere,0,in,East,27
democracy1,0,0,[nmod  nmod:npmod  nmod],elsewhere,0,in,Kuwait,27
Democracy1,Democracy1,0,[nsubj  aux  neg  advmod  nmod  advcl],appear,0,0,0,27
election1,0,0,[case  det  amod  cc  conj  nmod],falseness,0,0,0,27
poverty1,Panama,poverty1,[nmod  nsubj  dobj  cc  conj],see,0,Like,country,27
Government1,Government1,0,[nmod  nsubj  ccomp],recognised,0,In,1977,27
Taxes1,Taxes1,0,[nsubj  cop  advmod  det  amod  amod  acl:relcl],dream,0,liberal,dream,27
lawsuit1,lawsuit1,injustice,[nsubj  dobj],expose,0,0,0,27
tax1,Americans,tax1,[nmod  nsubj  aux  dobj  nmod  parataxis],seeing,0,0,0,27
Election1,0,0,[nmod  case  nmod:poss  amod  compound  compound  compound  compound  nmod  nmod],Center,0,to,Election1,27
government1,0,0,[det  amod  amod  amod  amod  acl],development,0,economic,development,27
democracy1,it,0,[nsubj  cop  advmod  det  nmod  ccomp],sign,0,0,0,27
hunger1,0,hunger1,[mark  dobj  advcl],examine,0,0,0,27
government1,who,government1,[nsubj  dobj  nmod  advcl],saw,0,a,institution,27
tax1,Americans,tax1,[nmod  nsubj  aux  dobj  nmod  parataxis],seeing,0,As,result,27
democracy1,it,0,[nsubj  cop  advmod  det  nmod  ccomp],sign,0,low,sign,27
voter1,0,0,[amod],perspective,0,voter1,perspective,27
democracy1,0,0,[case  amod  cc  conj  nmod],flavor,0,of,democracy1,27
democracy1,0,0,[case  amod  cc  conj  nmod],flavor,0,various,flavor,27
democracy1,0,0,[case  det  nmod],showcase,0,0,0,27
taxes1,we,taxes1,[nmod  nsubj  dobj],saw,0,Under,Pataki,27
voter1,0,0,[amod],perspective,0,0,0,27
poverty1,0,poverty1,[dobj],seeing,0,0,0,27
democracy1,0,0,[nmod  nmod:npmod  nmod],elsewhere,0,0,0,27
Tax_Rates1,0,0,[amod  nmod  nmod  nmod],Evidence,0,0,0,27
gun_control1,She,gun_control1,[nsubj  dobj  nmod],see,0,0,0,27
taxation1,it,people,[nsubj  dobj  nmod  nmod],incarcerating,0,by,taxation1,27
government1,0,0,[det  amod  amod  amod  amod  acl],development,0,uneven,development,27
taxation1,taxation1,obstacle,[nsubj  aux  dobj  nmod  nmod],present,0,throughout,city,27
taxes1,we,taxes1,[nmod  nsubj  dobj],saw,0,0,0,27
government1,0,0,[det  amod  amod  amod  amod  acl],development,0,bad,development,27
election1,0,0,[case  det  amod  cc  conj  nmod],falseness,0,of,election1,27
taxpayers1,manipulation,taxpayers1,[cc  nsubj  dobj  nmod  cc  conj],blind,0,to,inappropriateness,27
Election1,0,0,[nmod  case  nmod:poss  amod  compound  compound  compound  compound  nmod  nmod],Center,0,10th,Center,27
democracy1,0,democracy1,[dobj  nmod],see,0,a,tool,27
exemption1,table,exemption1,[nsubj  dobj  nmod  ccomp],show,0,by,exemption,27
gun_controls1,0,0,[amod  compound],point,0,0,0,27
poverty1,Panama,poverty1,[nmod  nsubj  dobj  cc  conj],see,0,obvious,see,27
taxation1,it,people,[nsubj  dobj  nmod  nmod],incarcerating,0,from,government,27
democracy1,0,0,[case  amod  cc  conj  nmod],flavor,0,0,0,27
guns1,boomsticklovers,view,[nsubj  advmod  dobj  nmod  nmod],defended,0,of,guns1,27
USAID1,0,0,[det  nmod],view,0,0,0,27
tax1,Americans,tax1,[nmod  nsubj  aux  dobj  nmod  parataxis],seeing,0,-RSB-,seeing,27
gun_owners1,0,gun_owners1,[dobj  advcl],showing,0,0,0,27
government1,0,0,[case  det  nmod],vision,0,0,0,27
government1,0,0,[case  det  nmod],vision,0,of,government1,27
legislation1,legislation1,0,[mark  nsubj  aux  neg  xcomp  cc  conj],appear,0,0,0,27
Election1,0,0,[nmod  case  nmod:poss  amod  compound  compound  compound  compound  nmod  nmod],Center,0,for,Center,27
Taxes1,Taxes1,0,[nsubj  cop  advmod  det  amod  amod  acl:relcl],dream,0,wet,dream,27
wealth1,0,0,[case  det  amod  nmod],distribution,0,uneven,distribution,28
bureaucracy1,0,bureaucracy1,[mark  dobj  nmod],refine,0,at,national,28
wealth1,who,wealth1,[nsubj  aux  dobj  advcl],spreading,0,0,0,28
government1,0,government1,[mark  dobj  nmod],dilute,0,into,nothingness,28
bureaucracy1,0,0,[det  amod  nmod],exploitation,0,0,0,28
elections1,event,0,[nsubj  compound:prt  nmod],pan,0,after,elections1,28
governments1,0,0,[det  amod  acl],capacity,0,governments1,capacity,28
money1,money1,price,[advmod  nsubj  dobj],dilutes,0,0,0,28
voters1,0,0,[det  amod  nmod],mass,0,great,mass,28
voters1,0,0,[det  amod  nmod],mass,0,of,voters1,28
land_tax1,0,0,[case  det  nmod],imposition,0,0,0,28
national1,0,0,[amod],growth,0,national1,growth,28
national1,0,0,[amod],growth,0,0,0,28
government1,0,0,[amod  amod],capacity,0,0,0,28
bureaucracy1,0,0,[det  amod  nmod],exploitation,0,of,bureaucracy1,28
gun_controls1,0,0,[case  nmod:poss  nmod],lack,0,of,gun_controls1,28
gun_control1,0,0,[nmod],Lots,0,of,gun_control1,28
bureaucracy1,0,0,[det  amod  nmod],exploitation,0,feminist,exploitation,28
tax_collection1,0,0,[case  det  amod  acl],piece,0,tax_collection1,piece,28
opulence1,0,0,[mark  nmod  nmod],share,0,0,0,28
democracy1,0,0,[det  nmod  acl:relcl],expansion,0,of,democracy1,28
democracy1,0,0,[det  nmod],substance,0,0,0,28
poverty1,0,0,[case  det  nmod],overestimation,0,of,poverty1,28
democracy1,0,0,[det  nmod],substance,0,of,democracy1,28
taxation1,task,0,[ccomp  nsubj  cop  nmod],form,0,0,0,28
debt1,Empire,debt1,[nmod  nsubj  aux  advmod  aux  dobj  dep],amassed,0,happy,amassed,28
tax_collection1,0,0,[case  det  amod  acl],piece,0,0,0,28
the_poor1,0,0,[case  nmod  cc  conj],development,0,0,0,28
property_tax1,0,0,[mark  xcomp],getting,0,property_tax1,getting,28
poverty1,We,conversation,[nsubj  dobj  nmod  nmod],focused,0,on,poverty1,28
government1,0,0,[det  nmod],size,0,0,0,28
democracy1,0,democracy1,[mark  dobj  nmod],transfer,0,0,0,28
wealth1,He,wealth1,[nsubj  aux  advmod  dobj  advcl  xcomp],use,0,0,0,28
democracy1,0,democracy1,[mark  dobj  nmod],transfer,0,throughout,East,28
government1,they,government1,[nsubj  dobj],supported,0,0,0,28
wealth1,0,0,[amod  amod],production,0,wealth1,production,28
primaries1,0,0,[case  det  nmod],series,0,of,primaries1,28
poverty1,0,0,[det  amod  compound],rate,0,0,0,28
majority_rule1,system,0,[nsubjpass  auxpass  neg  nmod],based,0,on,majority_rule1,28
Constitution1,he,Constitution1,[nsubj  aux  dobj  nmod],consign,0,0,0,28
majority_rule1,system,0,[nsubjpass  auxpass  neg  nmod],based,0,0,0,28
government1,0,0,[det  nmod],size,0,of,government1,28
Gun_control1,Gun_control1,0,[nsubj  cop  det  nmod],waste,0,of,time,28
Gun_control1,Gun_control1,0,[nsubj  cop  det  nmod],waste,0,0,0,28
poverty1,We,conversation,[nsubj  dobj  nmod  nmod],focused,0,0,0,28
Guns1,0,0,[case  nmod],Sources,0,of,Guns1,28
Guns1,0,0,[case  nmod],Sources,0,0,0,28
debt1,Empire,debt1,[nmod  nsubj  aux  advmod  aux  dobj  dep],amassed,0,In,case,28
government1,0,0,[amod  amod],capacity,0,regulatory,capacity,28
gun_control1,gun_control1,time,[advcl  nsubj  aux  dobj  nmod  cc  conj],waste,0,TRUE,waste,28
gun_control1,gun_control1,time,[advcl  nsubj  aux  dobj  nmod  cc  conj],waste,0,0,0,28
wealth1,wealth1,0,[nsubjpass  auxpass  nmod],pinched,0,with,poverty,28
public_services1,0,0,[case  det  nmod],supply,0,0,0,28
income1,income1,0,[nsubj],grow,0,0,0,28
democracy1,Citizens,0,[nsubj  cop  det  amod  nmod],material,0,raw,material,28
democracy1,Citizens,0,[nsubj  cop  det  amod  nmod],material,0,0,0,28
gun_control1,0,0,[nmod],Lots,0,0,0,28
freedom1,we,freedom1,[advmod  nsubj  dobj  nmod],gained,0,0,0,28
freedom1,we,freedom1,[advmod  nsubj  dobj  nmod],gained,0,in,1994,28
democracy1,0,0,[case  det  amod  nmod],gift,0,of,democracy1,28
wealth1,wealth1,0,[nsubjpass  auxpass  nmod],pinched,0,0,0,28
managing1,0,volume,[mark  cc  conj  dobj],vaulting,0,0,0,28
bureaucracy1,0,bureaucracy1,[mark  dobj  nmod],refine,0,national,refine,28
bureaucracy1,0,bureaucracy1,[mark  dobj  nmod],refine,0,0,0,28
elections1,event,0,[nsubj  compound:prt  nmod],pan,0,0,0,28
wealth1,0,0,[case  det  amod  nmod],distribution,0,of,wealth1,28
primaries1,0,0,[case  det  nmod],series,0,0,0,28
governments1,0,0,[det  amod  acl],capacity,0,0,0,28
wealth1,0,0,[amod  amod],production,0,0,0,28
gun1,gun1,0,[nsubj  cop  det  nmod  parataxis],substance,0,0,0,28
government1,government1,0,[mark  nsubj  aux  nmod],received,0,0,0,28
government1,government1,0,[mark  nsubj  aux  nmod],received,0,from,party,28
poverty1,We,conversation,[nsubj  dobj  nmod  nmod],focused,0,on,people,28
democracy1,0,0,[case  det  amod  nmod],gift,0,0,0,28
wealth1,0,0,[case  det  amod  nmod],distribution,0,0,0,28
income_tax1,0,0,[det  nmod],proportion,0,of,income_tax1,28
election1,who,election1,[nsubj  dobj  nmod],deliver,0,after,election,28
gun_controls1,0,0,[case  nmod:poss  nmod],lack,0,0,0,28
poverty1,0,0,[det  amod  compound],rate,0,poverty1,rate,28
opulence1,0,0,[mark  nmod  nmod],share,0,by,labour,28
opulence1,0,0,[mark  nmod  nmod],share,0,in,opulence1,28
land_tax1,0,0,[case  det  nmod],imposition,0,of,land_tax1,28
voters1,0,0,[det  amod  nmod],mass,0,0,0,28
property_tax1,0,0,[mark  xcomp],getting,0,0,0,28
government1,0,0,[amod  amod],capacity,0,government1,capacity,28
public_services1,0,0,[case  det  nmod],supply,0,of,public_services1,28
wealth1,0,0,[compound  compound  nmod  nmod  dep],Redistribution,0,to,country,28
wealth1,0,0,[compound  compound  nmod  nmod  dep],Redistribution,0,of,wealth1,28
gun_laws1,0,0,[det  nmod],myriad,0,of,gun_laws1,28
wealth1,0,0,[compound  compound  nmod  nmod  dep],Redistribution,0,0,0,28
wealth1,0,wealth1,[mark  dobj],dispersing,0,0,0,28
Constitution1,he,Constitution1,[nsubj  aux  dobj  nmod],consign,0,to,heap,28
poverty1,0,0,[nmod],concentration,0,0,0,28
gun1,gun1,0,[nsubj  cop  det  nmod  parataxis],substance,0,of,power,28
homelessness1,0,0,[nmod:npmod  nmod],quite,0,of,homelessness1,28
debt1,Empire,debt1,[nmod  nsubj  aux  advmod  aux  dobj  dep],amassed,0,0,0,28
taxes1,taxes1,0,[mark  nsubj  neg],is,0,0,0,28
homelessness1,0,0,[nmod:npmod  nmod],quite,0,0,0,28
poverty1,it,poverty1,[advcl  nsubj  dobj],delivered,0,0,0,28
election1,who,election1,[nsubj  dobj  nmod],deliver,0,0,0,28
governance1,0,0,[case  det  amod  nmod],dimension,0,following,dimension,29
governance1,0,0,[case  det  amod  nmod],dimension,0,0,0,29
income_inequality1,0,0,[det  compound  compound  amod  nmod],measure,0,overall,measure,29
government1,0,0,[case  nmod:poss  cc  conj],size,0,0,0,29
tax1,0,0,[case  det  nmod],measure,0,of,tax1,29
income_inequality1,0,0,[det  compound  compound  amod  nmod],measure,0,of,income_inequality1,29
poverty1,0,0,[case  amod],measurement,0,0,0,29
money1,0,0,[case  amod  amod  acl:relcl],measure,0,0,0,29
poverty1,0,0,[case  amod],measurement,0,poverty1,measurement,29
government1,0,0,[case  nmod:poss  cc  conj],size,0,'s,government1,29
taxes1,0,taxes1,[mark  dobj],avoid,0,0,0,29
money1,0,0,[case  amod  amod  acl:relcl],measure,0,comparative,measure,29
income_inequality1,0,0,[case  amod],measure,0,income_inequality1,measure,29
income1,0,0,[amod  nmod],measurement,0,from,perspective,29
income1,0,0,[amod  nmod],measurement,0,0,0,29
income1,0,0,[amod  nmod],measurement,0,income1,measurement,29
income_inequality1,0,0,[case  amod],measure,0,0,0,29
income_inequality1,0,0,[det  compound  compound  amod  nmod],measure,0,0,0,29
government1,0,0,[det  nmod],twilight,0,0,0,30
poverty1,0,0,[nmod],groping,0,in,poverty1,30
poverty1,0,0,[det  amod  amod  acl:relcl],Enlightenment,0,first,Enlightenment,30
poverty1,0,0,[det  amod  amod  acl:relcl],Enlightenment,0,poverty1,Enlightenment,30
government1,0,0,[case  det  amod],gloom,0,0,0,30
election1,0,0,[det  nmod],shadow,0,over,election1,30
administrators1,0,0,[det  amod  amod],overshadow,0,administrators1,overshadow,30
poverty1,0,0,[nmod],groping,0,0,0,30
tax_collections1,0,0,[compound  amod  compound  compound  compound],-RSB-,0,0,0,30
government1,0,0,[det  nmod],twilight,0,of,government1,30
administrators1,0,0,[det  amod  amod],overshadow,0,0,0,30
government1,0,0,[case  det  amod],gloom,0,government1,gloom,30
administrators1,0,0,[det  amod  amod],overshadow,0,few,overshadow,30
tax_collections1,0,0,[compound  amod  compound  compound  compound],-RSB-,0,tax_collections1,-RSB-,30
government1,themselves,0,[nsubj  nmod],persecuted,0,0,0,30
gun1,All,0,[nsubj  cop  case  det  nummod  compound  nmod  xcomp],avenue,0,0,0,31
gun1,All,0,[nsubj  cop  case  det  nummod  compound  nmod  xcomp],avenue,0,of,gun1,31
guns1,0,0,[amod  amod],lead,0,0,0,31
guns1,0,0,[amod  amod],lead,0,fewer,lead,31
bureaucracy1,0,0,[det  amod  nmod],road,0,to,bureaucracy1,31
guns1,0,0,[amod  amod],lead,0,guns1,lead,31
bureaucracy1,0,0,[case  compound  amod  cc  conj  nmod],twist,0,bureaucracy1,twist,31
democracy1,0,0,[case  det  nmod],road,0,to,democracy1,31
bureaucracy1,0,0,[case  compound  amod  cc  conj  nmod],twist,0,thru,bloc,31
Poverty1,Poverty1,0,[nsubj  nmod],lead,0,to,problem,31
taxation1,0,0,[det  amod  nmod],road,0,of,taxation1,31
elections1,0,0,[nmod],leading,0,to,elections1,31
Poverty1,Poverty1,0,[nsubj  nmod],lead,0,0,0,31
self-government1,that,0,[nsubj  nmod],lead,0,self-government1,lead,31
self-government1,that,0,[nsubj  nmod],lead,0,to,self-government1,31
taxation1,0,0,[det  amod  nmod],road,0,0,0,31
taxation1,0,0,[det  amod  nmod],road,0,open,road,31
taxes1,decision,0,[nmod  nsubj  cop  case  amod  nmod  acl],path,0,of,taxes1,31
wealth1,0,0,[case  det  nmod],road,0,to,wealth1,31
democracy1,0,0,[case  det  nmod],road,0,0,0,31
gun_rights1,0,0,[det  nmod],bridge,0,of,gun_rights1,31
gun_rights1,0,0,[det  nmod],bridge,0,0,0,31
taxes1,she,road,[advcl  nsubj  dobj  nmod],take,0,0,0,31
taxes1,decision,0,[nmod  nsubj  cop  case  amod  nmod  acl],path,0,0,0,31
taxes1,decision,0,[nmod  nsubj  cop  case  amod  nmod  acl],path,0,in,which,31
taxes1,she,road,[advcl  nsubj  dobj  nmod],take,0,to,taxes1,31
bureaucracy1,0,0,[det  amod  nmod],road,0,short,road,31
bureaucracy1,0,0,[det  amod  nmod],road,0,0,0,31
election1,0,0,[case  det  amod  nmod],trail,0,election1,trail,31
poverty1,0,0,[amod  amod],vulnerability,0,equal,vulnerability,32
government1,Christian,0,[nsubj  advmod  advmod  nmod  nmod],lived,0,under,government1,32
democracy1,0,dependency,[advmod  dobj  nmod],forcing,0,0,0,32
guns1,guns1,role,[mark  nsubj  dobj  advmod],weaken,0,0,0,32
poverty1,0,0,[amod  amod],vulnerability,0,0,0,32
democracy1,0,dependency,[advmod  dobj  nmod],forcing,0,on,democracy1,32
Democracy1,Democracy1,0,[advcl  nsubj  advmod  nmod],falter,0,because,tendency,32
regulations1,0,0,[mark  nmod],lose,0,from,regulations1,32
Democracy1,Democracy1,0,[advcl  nsubj  advmod  nmod],falter,0,0,0,32
government1,0,0,[dep  det  cc  conj  nmod],weakness,0,0,0,32
government1,0,0,[case  amod],instability,0,0,0,32
Democracy1,Democracy1,0,[advcl  nsubj  advmod  nmod],falter,0,worst,falter,32
government1,CAR,0,[mark  nsubj  cop  amod  amod  acl],government1,0,0,0,32
government1,Christian,0,[nsubj  advmod  advmod  nmod  nmod],lived,0,until,1970s,32
government1,0,0,[dep  det  cc  conj  nmod],weakness,0,of,government1,32
regulations1,0,0,[mark  nmod],lose,0,0,0,32
government1,CAR,0,[mark  nsubj  cop  amod  amod  acl],government1,0,interim,government1,32
government1,CAR,0,[mark  nsubj  cop  amod  amod  acl],government1,0,weak,government1,32
government1,0,0,[amod  amod  advmod],corrupts,0,government1,corrupts,33
Gun_controls1,0,0,[amod  nmod],cesspool,0,0,0,33
Gun_controls1,0,0,[amod  nmod],cesspool,0,Gun_controls1,cesspool,33
democracy1,0,0,[det  nmod],corruption,0,of,democracy1,33
bureaucratic1,0,0,[case  amod  amod],waste,0,0,0,33
Elections1,0,0,[nmod:poss],legislation,0,',Elections1,33
gun1,0,0,[case  det  amod  amod  acl],turd,0,gun1,turd,33
democracy1,0,0,[det  nmod],corruption,0,0,0,33
bureaucratic1,0,0,[case  amod  amod],waste,0,bureaucratic1,waste,33
Senate1,Senate1,0,[nsubj  cop],poison,0,0,0,33
governments1,0,0,[case  det  compound  acl  nmod],Assembly,0,0,0,33
taxation1,who,0,[nsubj  aux  advmod  nmod],benefitted,0,0,0,33
taxation1,who,0,[nsubj  aux  advmod  nmod],benefitted,0,from,taxation1,33
gun1,0,0,[case  det  amod  amod  acl],turd,0,anti,turd,33
government1,0,0,[amod  amod  advmod],corrupts,0,absolute,corrupts,33
election_system1,Minnesota,election_system1,[mark  nsubj  dobj  cc  conj],ha,0,0,0,33
government1,0,0,[amod  amod  advmod],corrupts,0,0,0,33
Democracy1,0,0,[det  nmod],Poisoning,0,of,Democracy1,33
Democracy1,0,0,[det  nmod],Poisoning,0,0,0,33
Gun_controls1,0,0,[amod  nmod],cesspool,0,of,belief,33
governments1,0,0,[case  det  compound  acl  nmod],Assembly,0,of,governments1,33
Regulation1,Regulation1,Fiber,[nsubj  aux  dobj  nmod],hinder,0,to,Home,34
bureaucracy1,bureaucracy1,activity,[nsubj  dobj],obstructs,0,0,0,34
poverty1,0,0,[nmod  cop  det  amod  nmod],backdrop,0,Behind,detail,34
gun_control1,We,gun_control1,[nsubj  aux  neg  dobj  advcl],have,0,0,0,34
gun_control1,it,0,[nsubj  cop  neg  advmod  det  amod  nmod],reason,0,good,reason,34
poverty1,0,0,[nmod  cop  det  amod  nmod],backdrop,0,0,0,34
Gun_Control1,Gun_Control1,0,[nsubj  cop  det  nmod],distraction,0,0,0,34
Gun_Control1,Gun_Control1,0,[nsubj  cop  det  nmod],distraction,0,from,issue,34
poverty1,0,0,[nmod  cop  det  amod  nmod],backdrop,0,of,poverty1,34
bureaucracy1,These,0,[nsubj  cop  det  compound  appos  det  amod  cc  dep  conj  det  compound],barrier,0,0,0,34
gun_control1,it,0,[nsubj  cop  neg  advmod  det  amod  nmod],reason,0,0,0,34
electoral_college1,electoral_college1,purpose,[mark  nmod  nsubj  dobj],obstructs,0,in,democracy,34
poverty1,0,0,[nmod],obstacle,0,of,poverty1,34
bureaucratic1,0,0,[case  amod],impediment,0,0,0,34
poverty1,0,0,[nmod],obstacle,0,0,0,34
taxes1,taxes1,decision-making,[nsubj  dobj  nsubj  dobj  nsubj  dobj],obstruct,0,0,0,34
gun_control1,it,0,[nsubj  cop  neg  advmod  det  amod  nmod],reason,0,to,gun_control1,34
tariffs1,0,tariffs1,[dobj  advcl],Erecting,0,0,0,34
Regulation1,Regulation1,Fiber,[nsubj  aux  dobj  nmod],hinder,0,0,0,34
poverty1,0,0,[nmod  cop  det  amod  nmod],backdrop,0,relentless,backdrop,34
bureaucracy1,These,0,[nsubj  cop  det  compound  appos  det  amod  cc  dep  conj  det  compound],barrier,0,bureaucracy1,barrier,34
wealth1,wealth1,people,[advmod  nsubj  dobj  compound:prt  nmod],squeeze,0,of,market,35
taxpayer1,0,taxpayer1,[mark  dobj  nmod],milk,0,for,cent,35
taxpayer1,0,taxpayer1,[mark  dobj  nmod],milk,0,0,0,35
wealth1,0,0,[amod  det  acl:relcl],drain,0,0,0,35
wealth1,0,0,[amod  det  acl:relcl],drain,0,wealth1,drain,35
taxation1,0,taxation1,[mark  dobj  nmod],extract,0,0,0,35
